"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","판매점영업면적"
"3040000","PHMH320123040033087500013","20121109","20151228","03","폐업","03","폐업","20151228","","","","080-855-5525","","143861","서울특별시 광진구 자양동 507번지 6호 이튼타워리버2차상가 107호","서울특별시 광진구 능동로 50, 107호 (자양동, 이튼타워리버2차상가)","05070","GS25 이튼타워점","2015-12-28 10:51:42","I","2018-08-31 23:59:59.0","","206043.358791333    ","448141.665395069    ",""
"3040000","PHMH320123040033087500014","20121109","20170111","03","폐업","03","폐업","20170111","","","","02-454-7531","","143888","서울특별시 광진구 중곡동 91번지 54호","서울특별시 광진구 자양로45길 93 (중곡동)","04950","GS25 중곡새싹점","2017-01-11 15:39:46","I","2018-08-31 23:59:59.0","","207858.011640335    ","450326.026317568    ",""
"3040000","PHMH320123040033087500015","20121109","","01","영업/정상","13","영업중","","","","","02-447-7785","","143883","서울특별시 광진구 중곡동 18번지 100호","서울특별시 광진구 용마산로22길 13 (중곡동)","04941","GS25 중곡대원점","2017-05-12 16:32:01","I","2018-08-31 23:59:59.0","","207691.919392483    ","451276.558097161    ",""
"3040000","PHMH320123040033087500016","20121109","20140930","03","폐업","03","폐업","20140930","","","","02-447-4985","","143847","서울특별시 광진구 능동 283번지 6호","서울특별시 광진구 능동로 258 (능동)","143847","GS25 능동사랑점","2014-09-30 16:11:28","I","2018-08-31 23:59:59.0","","206783.63991983     ","450080.097206798    ",""
"3040000","PHMH320123040033087500017","20121109","","01","영업/정상","13","영업중","","","","","02-456-7197","","143849","서울특별시 광진구 능동 246번지 4호","서울특별시 광진구 능동로36길 95 (능동)","04987","GS25 능동중앙점","2014-01-21 11:45:01","I","2018-08-31 23:59:59.0","","207367.069788483    ","450264.336395872    ",""
"3040000","PHMH320123040033087500018","20121109","20140220","03","폐업","03","폐업","20130122","","","","02-498-2525","","143838","서울특별시 광진구 군자동 471번지 1호","서울특별시 광진구 능동로35길 41 (군자동)","143838","GS25 군자중앙점","2014-02-20 15:16:47","I","2018-08-31 23:59:59.0","","206715.163962974    ","450559.947859031    ",""
"3040000","PHMH320123040033087500019","20121109","20140220","03","폐업","03","폐업","20130213","","","","02-454-6290","","143817","서울특별시 광진구 구의동 52번지 1호","서울특별시 광진구 천호대로129길 22 (구의동)","143817","GS25 아차산점","2014-02-20 15:17:58","I","2018-08-31 23:59:59.0","","207957.467420594    ","450045.839977133    ",""
"3040000","PHMH320123040033087500020","20121109","","01","영업/정상","13","영업중","","","","","02-446-3412","","143831","서울특별시 광진구  593번지 15호 103","서울특별시 광진구 구의강변로 45 (구의동)","05049","GS25 구의성진점","2014-01-21 13:17:29","I","2018-08-31 23:59:59.0","","207995.95709474     ","448085.242458867    ",""
"3040000","PHMH320123040033087500021","20121109","","03","폐업","03","폐업","20200720","","","","02-458-8351","","143809","서울특별시 광진구 광장동 330번지 3호","서울특별시 광진구 광장로 82 (광장동)","04968","GS25 광장점","2020-07-21 14:05:09","U","2020-07-23 02:40:00.0","","209322.702929081    ","449508.35989361     ",""
"3040000","PHMH320123040033087500022","20121109","20140930","03","폐업","03","폐업","20140930","","","","02-2201-5161","","143819","서울특별시 광진구 구의동 70번지 27호","서울특별시 광진구 자양로 234 (구의동)","143819","씨유 자양로점","2014-09-30 16:11:37","I","2018-08-31 23:59:59.0","","207738.082768929    ","449472.71909597     ",""
"3040000","PHMH320123040033087500024","20121109","","01","영업/정상","13","영업중","","","","","02-465-0744","","143917","서울특별시 광진구 화양동 44번지 20호 1층","서울특별시 광진구 동일로22길 25 (화양동)","05020","씨유 화양사랑점","2014-01-21 13:36:11","I","2018-08-31 23:59:59.0","","205747.182162428    ","448899.36509299     ",""
"3040000","PHMH320123040033087500025","20121109","20140207","03","폐업","03","폐업","20140207","","","","02-454-1023","","143822","서울특별시 광진구 구의동 211번지 3호","서울특별시 광진구 아차산로65길 11 (구의동)","143822","씨유 구의동산점","2014-02-07 15:27:01","I","2018-08-31 23:59:59.0","","208227.684165199    ","448746.824686171    ",""
"3040000","PHMH320123040033087500026","20121109","20150701","03","폐업","03","폐업","20150701","","","","02-454-1023","","143826","서울특별시 광진구 구의동 252번지 35호","서울특별시 광진구 자양로18길 15 (구의동)","143826","씨유 광진구의점","2015-07-01 13:04:02","I","2018-08-31 23:59:59.0","","207380.463780592    ","448387.748170675    ",""
"3040000","PHMH320123040033087500027","20121109","20140430","03","폐업","03","폐업","20140430","","","","02-3437-0988","","143882","서울특별시 광진구 자양동 792번지 자양10차현대홈타운상가 101호","서울특별시 광진구 뚝섬로36길 18, 101호 (자양동, 자양10차현대홈타운상가)","143882","씨유 자양태성점","2014-04-30 14:28:53","I","2018-08-31 23:59:59.0","","206161.555627037    ","447913.607015654    ",""
"3040000","PHMH320123040033087500028","20121109","20160901","03","폐업","03","폐업","20160901","","","","02-457-3305","","143823","서울특별시 광진구 구의동 221번지 40호","서울특별시 광진구 아차산로57길 4 (구의동)","05041","씨유 구의중앙점","2016-09-01 11:15:57","I","2018-08-31 23:59:59.0","","207736.311232666    ","448500.429311766    ",""
"3040000","PHMH320123040033087500029","20121109","","01","영업/정상","13","영업중","","","","","02-2201-9415","","143885","서울특별시 광진구 중곡동 50번지 57호 102호","서울특별시 광진구 긴고랑로22길 52 (중곡동)","04927","씨유 중곡2동점","2014-01-21 13:50:24","I","2018-08-31 23:59:59.0","","207276.600790023    ","450750.292657683    ",""
"3040000","PHMH320123040033087500030","20121109","20171108","03","폐업","03","폐업","20171108","","","","02-457-2701","","143832","서울특별시 광진구 구의동 611번지","서울특별시 광진구 광나루로56길 34 (구의동)","05118","세븐일레븐 강변제일점","2017-11-08 17:29:28","I","2018-08-31 23:59:59.0","","208403.746065593    ","448490.239179557    ",""
"3040000","PHMH320123040033087500031","20121108","20140220","03","폐업","03","폐업","20130213","","","","02-453-0711","","143802","서울특별시 광진구 광장동 148번지 4호","서울특별시 광진구 아차산로78길 12 (광장동)","143802","세븐일레븐 광장워커힐점","2014-02-20 15:18:50","I","2018-08-31 23:59:59.0","","209551.051963422    ","449715.700452182    ",""
"3040000","PHMH320123040033087500032","20121109","20140220","03","폐업","03","폐업","20131123","","","","02-444-9428","","143831","서울특별시 광진구 구의동 591번지 21호 1층","서울특별시 광진구 구의강변로3길 23 (구의동)","143831","세븐일레븐 구의현대점","2014-02-20 15:21:06","I","2018-08-31 23:59:59.0","","207953.725064224    ","448195.730685351    ",""
"3040000","PHMH320123040033087500033","20121109","20170714","03","폐업","03","폐업","20170714","","","","02-454-4326","","143819","서울특별시 광진구 구의동 68번지 31호 1층","서울특별시 광진구 자양로 206-1 (구의동)","04976","세븐일레븐 구의중앙점","2017-07-14 14:07:23","I","2018-08-31 23:59:59.0","","207547.854348584    ","449263.762266551    ",""
"3040000","PHMH320123040033087500034","20121109","20180529","03","폐업","03","폐업","20180529","","","","070-8839-5652","","143846","서울특별시 광진구 자양동 236번지 116호","서울특별시 광진구 뚝섬로 469 (자양동)","05080","세븐일레븐 자양으뜸점","2018-05-29 16:37:28","I","2018-08-31 23:59:59.0","","205461.914937392    ","448302.577056881    ",""
"3040000","PHMH320123040033087500035","20121109","","03","폐업","03","폐업","20200804","","","","02-455-0863","","143715","서울특별시 광진구 구의동 546번지 1호","서울특별시 광진구 강변역로 50, 1층 (구의동, 동서울터미널)","05116","㈜씨스페이시스 터미널점","2020-08-06 10:18:05","U","2020-08-08 02:40:00.0","","208201.993320839    ","447967.299542306    ",""
"3040000","PHMH320123040033087500036","20121109","","01","영업/정상","13","영업중","","","","","02-461-5583","","143884","서울특별시 광진구 중곡동 29번지 56호","서울특별시 광진구 능동로 442 (중곡동)","04932","씨스페이스 중곡2점","2017-07-11 17:41:37","I","2018-08-31 23:59:59.0","","207504.349325811    ","451752.096352624    ",""
"3040000","PHMH320123040033087500037","20121109","","03","폐업","03","폐업","20200929","","","","02-468-3469","","143884","서울특별시 광진구 중곡동 29번지 70호","서울특별시 광진구 능동로 420 (중곡동)","04932","베스트올 중곡역점","2020-10-05 14:41:16","U","2020-12-03 02:40:00.0","","207420.749298556    ","451559.056523752    ",""
"3040000","PHMH320123040033087500038","20121109","","03","폐업","03","폐업","20190605","","","","02-497-3669","","143914","서울특별시 광진구 화양동 3번지 42호","서울특별시 광진구 능동로13길 6 (화양동)","05011","세븐일레븐 건대중앙점","2019-06-10 14:21:24","U","2019-06-12 02:40:00.0","","206246.063541478    ","448922.207178763    ",""
"3040000","PHMH320123040033087500039","20121109","","01","영업/정상","13","영업중","","","","","02-498-6026","","143903","서울특별시 광진구 중곡동 241번지 15호","서울특별시 광진구 긴고랑로 41-1 (중곡동)","04910","GS25 중곡센타점","2017-07-20 17:10:40","I","2018-08-31 23:59:59.0","","207104.282223963    ","451188.087003607    ",""
"3040000","PHMH320123040033087500040","20121109","20171017","03","폐업","03","폐업","20171017","","","","02-453-2433","","143818","서울특별시 광진구 구의동 63번지 13호 1층및2층","서울특별시 광진구 자양로38길 25 (구의동)","04979","세븐일레븐 구의나눔점","2017-10-17 16:04:39","I","2018-08-31 23:59:59.0","","207827.785604857    ","449402.677334545    ",""
"3040000","PHMH320123040033087500041","20121109","","01","영업/정상","13","영업중","","","","","02-452-8812","","143832","서울특별시 광진구 구의동 610번지","서울특별시 광진구 구의강변로 96 (구의동)","05117","GS25 구의타운점","2014-01-22 09:22:40","I","2018-08-31 23:59:59.0","","208296.833808974    ","448475.81878664     ",""
"3040000","PHMH320123040033087500042","20121109","20160623","03","폐업","03","폐업","20160623","","","","02-452-6173","","143890","서울특별시 광진구 중곡동 129번지 37호","서울특별시 광진구 천호대로117길 54 (중곡동)","04925","미니스톱 중곡본점","2016-06-23 10:39:43","I","2018-08-31 23:59:59.0","","207472.79400103     ","450569.029556482    ",""
"3040000","PHMH320123040033087500043","20121109","20160803","03","폐업","03","폐업","20160803","","","","1577-9621","","143900","서울특별시 광진구 중곡동 220번지 77호","서울특별시 광진구 긴고랑로13길 77 (중곡동)","04908","미니스톱 중곡역점","2016-08-03 10:32:34","I","2018-08-31 23:59:59.0","","207295.17072887     ","451512.447485098    ",""
"3040000","PHMH320123040033087500044","20121109","","01","영업/정상","13","영업중","","","","","02-454-7344","","143811","서울특별시 광진구 광장동 341번지 35호","서울특별시 광진구 아차산로 630 (광장동)","04969","세븐일레븐 워커힐점","2014-07-08 14:47:32","I","2018-08-31 23:59:59.0","","209475.650132275    ","449623.778191724    ",""
"3040000","PHMH320123040033087500045","20121109","20140220","03","폐업","03","폐업","20140110","","","","02-454-7884","","143802","서울특별시 광진구 광장동 110번지","서울특별시 광진구 아차산로78길 72 (광장동)","143802","씨스페이스 광나루본점","2014-02-20 15:21:54","I","2018-08-31 23:59:59.0","","209679.58447051     ","449910.157174809    ",""
"3040000","PHMH320123040033087500046","20121112","","01","영업/정상","13","영업중","","","","","02-452-9489","","143888","서울특별시 광진구 중곡동 90번지 1호","서울특별시 광진구 용마산로4길 28 (중곡동)","04950","GS25 중곡한마음점","2019-06-11 16:33:55","U","2019-06-13 02:40:00.0","","207866.570392709    ","450471.273116949    ",""
"3040000","PHMH320123040033087500047","20121112","20140220","03","폐업","03","폐업","20131001","","","","02-446-9169","","143893","서울특별시 광진구 중곡동 147번지 42호","서울특별시 광진구 용마산로8가길 25 (중곡동)","143893","씨스페이스 중곡대원점","2014-02-20 15:40:23","I","2018-08-31 23:59:59.0","","207759.011604455    ","450945.333871469    ",""
"3040000","PHMH320123040033087500048","20121112","","01","영업/정상","13","영업중","","","","","02-492-6493","","","서울특별시 광진구 자양동 769-13","서울특별시 광진구 자양로19길 10, 1층 (자양동)","05026","씨유뉴광진구청점","2022-04-22 09:02:57","U","2021-12-03 22:04:00.0","","207227.653091786","448557.471095408",""
"3040000","PHMH320123040033087500049","20121112","","01","영업/정상","13","영업중","","","","","02-446-8065","","143819","서울특별시 광진구 구의동 79번지 8호 고광빌딩 1층","서울특별시 광진구 자양로 247, 1층 (구의동)","04993","세븐일레븐 구의본점","2014-01-22 09:40:55","I","2018-08-31 23:59:59.0","","207781.299418586    ","449602.402021946    ",""
"3040000","PHMH320123040033087500050","20121112","","03","폐업","03","폐업","20210225","","","","02-2115-6500","","143717","서울특별시 광진구 화양동 7번지 3호","서울특별시 광진구 아차산로 229 (화양동)","05018","씨유 건대한림타워점","2021-02-25 19:07:02","U","2021-02-27 02:40:00.0","","206031.196548172    ","448731.099217371    ",""
"3040000","PHMH320123040033087500051","20121112","","03","폐업","03","폐업","20190201","","","","02-458-0678","","143853","서울특별시 광진구 자양동 225번지 64호","서울특별시 광진구 아차산로39길 28 (자양동)","05028","씨유 건대정문점","2019-02-01 15:09:26","U","2019-02-03 02:40:00.0","","206661.291352999    ","448531.888451467    ",""
"3040000","PHMH320123040033087500052","20121112","20150212","03","폐업","03","폐업","20150212","","","","02-466-7297","","143903","서울특별시 광진구 중곡동 232번지 47호","서울특별시 광진구 동일로72길 36 (중곡동)","143903","GS25 중곡중마점","2015-02-12 14:07:58","I","2018-08-31 23:59:59.0","","206959.747216776    ","451464.943669178    ",""
"3040000","PHMH320123040033087500053","20121112","20140220","03","폐업","03","폐업","20121123","","","","02-3134-8132","","143803","서울특별시 광진구 광장동 187번지 13호","서울특별시 광진구 아차산로78길 153 (광장동)","143803","세븐일레븐 #675(광장점)","2014-02-20 15:23:43","I","2018-08-31 23:59:59.0","","209587.408592767    ","449552.066729321    ",""
"3040000","PHMH320123040033087500054","20121112","","01","영업/정상","13","영업중","","","","","463-1134","","143841","서울특별시 광진구 자양동 13번지 1호","서울특별시 광진구 동일로20길 44 (자양동)","05072","씨유 건대로데오점","2014-06-02 16:42:35","I","2018-08-31 23:59:59.0","","205754.702605016    ","448724.762638215    ",""
"3040000","PHMH320123040033087500055","20121112","20170628","03","폐업","03","폐업","20170628","","","","02-444-8890","","143885","서울특별시 광진구 중곡동 41번지 38호","서울특별시 광진구 능동로 354 (중곡동)","04921","GS25 광진제일점","2017-06-28 09:25:34","I","2018-08-31 23:59:59.0","","207164.165988683    ","450971.915181518    ",""
"3040000","PHMH320123040033087500056","20121112","20170705","03","폐업","03","폐업","20170703","","","","070-4024-4333","","143849","서울특별시 광진구 능동 256번지 4호","서울특별시 광진구 천호대로 650 (능동)","04987","세븐일레븐 능동빌리지점","2017-07-05 09:40:46","I","2018-08-31 23:59:59.0","","207773.611211447    ","450051.972952857    ",""
"3040000","PHMH320123040033087500057","20121112","20171101","03","폐업","03","폐업","20171101","","","","070-4319-4333","","143847","서울특별시 광진구 능동 223번지 32호","서울특별시 광진구 능동로36길 22 (능동)","04985","세븐일레븐 능동시티점","2017-11-01 17:07:15","I","2018-08-31 23:59:59.0","","207021.629806995    ","450407.312260836    ",""
"3040000","PHMH320123040033087500058","20121112","","01","영업/정상","13","영업중","","","","","02-461-5773","","143915","서울특별시 광진구 화양동 75번지 2호","서울특별시 광진구 군자로6길 24 (화양동)","05010","씨유 화양원룸촌점","2014-01-22 10:01:11","I","2018-08-31 23:59:59.0","","206291.207479453    ","449291.440713592    ",""
"3040000","PHMH320123040033087500059","20121112","","01","영업/정상","13","영업중","","","","","02-466-7135","","143916","서울특별시 광진구 화양동 17번지 1호","서울특별시 광진구 동일로30길 52 (화양동)","05008","세븐일레븐 화양리점","2014-01-22 10:03:07","I","2018-08-31 23:59:59.0","","206136.313460939    ","449461.628618281    ",""
"3040000","PHMH320123040033087500060","20121112","","03","폐업","03","폐업","20190801","","","","02-2201-7464","","143926","서울특별시 광진구 화양동 500번지 3호","서울특별시 광진구 능동로16길 35 (화양동)","05021","CU건국타운","2019-07-29 13:53:56","U","2019-07-31 02:40:00.0","","206559.949702901    ","449201.971981633    ",""
"3040000","PHMH320123040033087500061","20121112","","01","영업/정상","13","영업중","","","","","02-455-0174","","143706","서울특별시 광진구 구의동 547번지 현대하이엘 101호","서울특별시 광진구 강변역로4길 34, 101호 (구의동)","05116","씨유 광진하이엘점","2014-01-22 10:06:59","I","2018-08-31 23:59:59.0","","208080.912100162    ","447993.12681343     ",""
"3040000","PHMH320123040033087500062","20121112","20180626","03","폐업","03","폐업","20180622","","","","02-456-8638","","143889","서울특별시 광진구 중곡동 115번지 21호","서울특별시 광진구 천호대로129길 7 (중곡동)","04953","세븐일레븐 중곡아차산역점","2018-06-26 10:36:06","I","2018-08-31 23:59:59.0","","207885.276928202    ","450043.051711859    ",""
"3040000","PHMH320123040033087500063","20121112","","01","영업/정상","13","영업중","","","","","02-464-5148","","143899","서울특별시 광진구 중곡동 164번지 1호","서울특별시 광진구 능동로 373 (중곡동)","04909","세븐일레븐 중곡용마점","2014-01-22 10:10:40","I","2018-08-31 23:59:59.0","","207198.940018082    ","451163.701831876    ",""
"3040000","PHMH320123040033087500064","20121112","","01","영업/정상","13","영업중","","","","","02-457-5657","","143814","서울특별시 광진구 광장동 484번지 3호 현대3단지상가 104호","서울특별시 광진구 광나루로 635, 104호 (광장동, 현대3단지상가)","04974","씨유 광장점","2014-01-22 11:05:31","I","2018-08-31 23:59:59.0","","208800.101397208    ","448806.93718843     ",""
"3040000","PHMH320123040033087500065","2012-11-12","","03","폐업","03","폐업","2023-06-01","","","","02-456-0682","","143-848","서울특별시 광진구 능동 236번지 1호","서울특별시 광진구 천호대로 576 (능동)","04986","세븐일레븐 군자가구거리점","2023-06-01 14:16:19","U","2022-12-06 00:03:00.0","","207160.189487314","450403.116877344",""
"3040000","PHMH320123040033087500066","20121112","20160422","03","폐업","03","폐업","20160422","","","","02-498-7702","","143845","서울특별시 광진구 자양동 79번지 14호","서울특별시 광진구 능동로3다길 1 (자양동)","05086","세븐일레븐 자양한강극동점","2016-04-22 14:08:53","I","2018-08-31 23:59:59.0","","205704.306700772    ","447950.628803862    ",""
"3040000","PHMH320123040033087500067","20121112","","01","영업/정상","13","영업중","","","","","02-454-2637","","143805","서울특별시 광진구 광장동 248번지 22호 1층","서울특별시 광진구 아차산로73길 48 (광장동)","04968","씨유 광진광장점","2017-07-11 16:54:23","I","2018-08-31 23:59:59.0","","208983.029669843    ","449392.956808326    ",""
"3040000","PHMH320123040033087500068","20121112","","01","영업/정상","13","영업중","","","","","02-465-8260","","143917","서울특별시 광진구 화양동 37번지 1호 1층","서울특별시 광진구 동일로26길 16, 1층 (화양동)","05014","GS25 화양동해점","2018-06-20 10:14:20","I","2018-08-31 23:59:59.0","","205830.008908641    ","449221.973194403    ",""
"3040000","PHMH320123040033087500069","20121112","","01","영업/정상","13","영업중","","","","","02-497-7774","","143916","서울특별시 광진구 화양동 19번지 22호","서울특별시 광진구 광나루로14길 27 (화양동)","05008","세븐일레븐 화양공원점","2014-01-22 13:12:38","I","2018-08-31 23:59:59.0","","205986.52735983     ","449412.47397609     ",""
"3040000","PHMH320123040033087500070","20121112","20160705","03","폐업","03","폐업","20160705","","","","","","143888","서울특별시 광진구 중곡동 98번지 18호","서울특별시 광진구 자양로53길 50 (중곡동)","04951","세븐일레븐 중곡현대점","2016-07-05 16:09:13","I","2018-08-31 23:59:59.0","","208041.188716676    ","450344.726939149    ",""
"3040000","PHMH320123040033087500071","20121112","20140203","03","폐업","03","폐업","20140203","","","","070-8876-3063","","143822","서울특별시 광진구 구의동 220번지 58호","서울특별시 광진구 구의로4길 16 (구의동)","143822","씨유 구의3동점","2014-02-03 15:40:40","I","2018-08-31 23:59:59.0","","207927.65179384     ","448630.538196935    ",""
"3040000","PHMH320123040033087500072","20121112","","01","영업/정상","13","영업중","","","","","070-8848-7996","","143824","서울특별시 광진구 구의동 241번지 96호","서울특별시 광진구 아차산로57길 41 (구의동)","05041","GS25 구의새한점","2017-01-17 16:36:43","I","2018-08-31 23:59:59.0","","207750.740520678    ","448684.568034109    ",""
"3040000","PHMH320123040033087500073","20121113","","03","폐업","03","폐업","20210528","","","","02-458-0035","","143864","서울특별시 광진구 자양동 583번지 19호 1층","서울특별시 광진구 자양번영로 29, 1층 (자양동)","05092","씨유 자양행운점","2021-06-03 10:34:09","U","2021-06-08 02:40:00.0","","206574.320046484    ","447780.026070544    ",""
"3040000","PHMH320123040033087500074","20121113","","03","폐업","03","폐업","20201211","","","","02-447-0630","","143877","서울특별시 광진구 자양동 510번지 5호 이튼타워 101호","서울특별시 광진구 능동로 68, 101호 (자양동, 이튼타워)","05070","씨유 자양이튼점","2020-12-15 13:42:26","U","2020-12-17 02:40:00.0","","206088.852238736    ","448297.963860543    ",""
"3040000","PHMH320123040033087500075","20121113","20170104","03","폐업","03","폐업","20170104","","","","02-452-5535","","143889","서울특별시 광진구 중곡동 100번지 17호 1층","서울특별시 광진구 긴고랑로36길 71, 1층 (중곡동)","04946","씨유 중곡중앙점","2017-01-04 17:06:49","I","2018-08-31 23:59:59.0","","208048.168292018    ","450496.118318739    ",""
"3040000","PHMH320123040033087500076","20121113","20161229","03","폐업","03","폐업","20161229","","","","02-456-6432","","143872","서울특별시 광진구 자양동 650번지 6호 1층","서울특별시 광진구 뚝섬로56길 34, 1층 (자양동)","05101","GS25 자양에덴점","2016-12-29 15:12:12","I","2018-08-31 23:59:59.0","","207228.607496566    ","447517.95004762     ",""
"3040000","PHMH320123040033087500077","20121113","20160502","03","폐업","03","폐업","20160502","","","","02-454-9510","","143907","서울특별시 광진구 중곡동 292번지 SK아파트상가동 1동 105호","서울특별시 광진구 용마산로 174, 1층 105호 (중곡동, Sk아파트상가동)","04938","GS25 용곡삼거리점","2016-05-02 15:30:08","I","2018-08-31 23:59:59.0","","207571.747933081    ","451845.601747007    ",""
"3040000","PHMH320123040033087500078","20121113","20141031","03","폐업","03","폐업","20141031","","","","02-458-7603","","143768","서울특별시 광진구 광장동 576번지 현대A아파트 상가동 101호","서울특별시 광진구 아차산로69길 19, 상가동 101호 (광장동, 현대A아파트)","143768","씨유 광장현대점","2014-10-31 17:10:19","I","2018-08-31 23:59:59.0","","208568.939233791    ","448921.321944575    ",""
"3040000","PHMH320123040033087500079","20121113","20151218","03","폐업","03","폐업","20151218","","","","02-718-7285","","143826","서울특별시 광진구 구의동 252번지 109호","서울특별시 광진구 자양로 120 (구의동)","05043","세븐일레븐 구의자양대로점","2015-12-18 17:11:37","I","2018-08-31 23:59:59.0","","207330.347362125    ","448491.501666964    ",""
"3040000","PHMH320123040033087500080","20121113","","01","영업/정상","13","영업중","","","","","02-470-6110","","143916","서울특별시 광진구 화양동 18번지 3호","서울특별시 광진구 군자로 49 (화양동)","05008","씨유(CU)화양문화","2021-02-10 13:49:04","U","2021-02-12 02:40:00.0","","206134.078109767    ","449495.06302528     ",""
"3040000","PHMH320123040033087500081","20121113","20140220","03","폐업","03","폐업","20121119","","","","02-453-2190","","143817","서울특별시 광진구 구의동 55번지 22호","서울특별시 광진구 자양로 281 (구의동)","143817","바이더웨이 구의아차산","2014-02-20 15:25:29","I","2018-08-31 23:59:59.0","","208013.281240358    ","449873.038603781    ",""
"3040000","PHMH320123040033087500082","20121113","20140220","03","폐업","03","폐업","20121119","","","","02-469-0711","","143702","서울특별시 광진구 자양동 777번지","서울특별시 광진구 자양로 117 (자양동)","143702","바이더웨이 건대제일점","2014-02-20 15:26:24","I","2018-08-31 23:59:59.0","","207217.242723012    ","448466.072448888    ",""
