"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","판매점영업면적"
"3020000","PHMH320123020033087500010","20121108","","03","폐업","03","폐업","20131126","","","","","","","","서울특별시 용산구 청파로 389 (서계동)","140828","GS25서울역서부점","2013-11-26 11:12:03","I","2018-08-31 23:59:59.0","","197177.646750244    ","450239.515008707    ",""
"3020000","PHMH320123020033087500011","20121108","","03","폐업","03","폐업","20141031","","","","02-2012-1313","","","","서울특별시 용산구 한강대로21나길 7 (한강로3가)","140780","세븐일레븐 용산역점","2014-10-31 13:55:27","I","2018-08-31 23:59:59.0","","196762.077394917    ","447480.039577359    ",""
"3020000","PHMH320123020033087500012","20121108","","01","영업/정상","13","영업중","","","","","02-796-9558","","","서울특별시 용산구 한강로2가 2번지 36호 한강현대하이엘","서울특별시 용산구 새창로 213-12, 한강현대하이엘 106호 (한강로2가)","04376","지에스25 용산하이엘점","2018-06-15 18:02:40","I","2018-08-31 23:59:59.0","","197105.426566714    ","447582.719757807    ",""
"3020000","PHMH320123020033087500013","20121108","","03","폐업","03","폐업","20150212","","","","02-318-7922","","","","서울특별시 용산구 후암로35길 47 (후암동)","140900","CU용산민우점","2015-02-12 11:03:49","I","2018-08-31 23:59:59.0","","197830.810498548    ","449683.010914857    ",""
"3020000","PHMH320123020033087500014","20121108","","03","폐업","03","폐업","20121228","","","","","","","","서울특별시 용산구 효창원로 117 (용문동)","140832","세븐일레븐 용산용문점","2013-08-22 14:33:17","I","2018-08-31 23:59:59.0","","196469.428322469    ","448498.841159196    ",""
"3020000","PHMH320123020033087500015","20121108","","01","영업/정상","13","영업중","","","","","02-716-4925","","","","서울특별시 용산구 청파로71길 40 (청파동1가)","04304","GS25청파제일점","2013-08-22 14:35:57","I","2018-08-31 23:59:59.0","","197092.479821081    ","449710.649157424    ",""
"3020000","PHMH320123020033087500016","20121108","","01","영업/정상","13","영업중","","","","","","","140857","서울특별시 용산구 이태원동 243번지 37호","서울특별시 용산구 회나무로44길 46, 302호 (이태원동)","04346","GS25용산하얏트점","2014-03-27 17:08:49","I","2018-08-31 23:59:59.0","","199509.309167366    ","448585.531285101    ",""
"3020000","PHMH320123020033087500017","20121108","","01","영업/정상","13","영업중","","","","","070-8639-2848","","","","서울특별시 용산구 우사단로2길 12 (보광동)","04414","세븐일레븐 보광우사단로점","2013-08-22 14:40:54","I","2018-08-31 23:59:59.0","","199702.501392998    ","447592.806233512    ",""
"3020000","PHMH320123020033087500018","20121108","","03","폐업","03","폐업","20190430","","","","","","","","서울특별시 용산구 이태원로 223 (한남동)","04349","미니스톱 이태원제일점","2019-04-30 13:46:46","U","2019-05-02 02:40:00.0","","199801.957229828    ","448135.575999176    ",""
"3020000","PHMH320123020033087500019","20121108","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 청파로47길 57 (청파동3가)","04313","GS25숙대점","2013-08-22 14:45:54","I","2018-08-31 23:59:59.0","","197035.083960228    ","449151.762230856    ",""
"3020000","PHMH320123020033087500020","20121108","","03","폐업","03","폐업","20150127","","","","","","","","서울특별시 용산구 청파로 275 (청파동3가)","140133","GS25용산청파","2015-01-27 17:13:01","I","2018-08-31 23:59:59.0","","197321.065710824    ","449090.401637502    ",""
"3020000","PHMH320123020033087500021","20121109","","03","폐업","03","폐업","20151230","","","","","","","","서울특별시 용산구 원효로 64 (원효로4가)","04365","(주)씨스페이시스 원효점","2015-12-30 17:09:12","I","2018-08-31 23:59:59.0","","195544.606275448    ","447831.138115911    ",""
"3020000","PHMH320123020033087500022","20121109","","03","폐업","03","폐업","20121120","","","","","","","","서울특별시 용산구 녹사평대로26길 30 (이태원동)","140863","잜븐일레븐206호점","2013-08-22 15:48:14","I","2018-08-31 23:59:59.0","","199201.263514542    ","447653.615565873    ",""
"3020000","PHMH320123020033087500023","20121109","","03","폐업","03","폐업","20171110","","","","","","","","서울특별시 용산구 남산공원길 121 (용산동2가)","04340","(주)비지에프리테일 남산공원점","2017-11-10 17:48:16","I","2018-08-31 23:59:59.0","","","",""
"3020000","PHMH320123020033087500024","20121109","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 두텁바위로 13 (갈월동)","04335","GS25용산그린점","2013-08-22 15:53:10","I","2018-08-31 23:59:59.0","","197625.47695025     ","449251.209316085    ",""
"3020000","PHMH320123020033087500025","20121109","","01","영업/정상","13","영업중","","","","","0222094406","","140901","서울특별시 용산구 후암동 105번지 3호","서울특별시 용산구 후암로 47 (후암동)","04332","GS25후암중앙점","2014-02-27 18:01:06","I","2018-08-31 23:59:59.0","","197909.53471934     ","449753.225997761    ",""
"3020000","PHMH320123020033087500026","20121109","","03","폐업","03","폐업","20220602","","","","","","","","서울특별시 용산구 신흥로 149 (후암동)","04337","GS25후암본점","2022-06-02 13:46:43","U","2021-12-06 00:04:00.0","","198299.452296011","449352.510594155",""
"3020000","PHMH320123020033087500027","20121109","","01","영업/정상","13","영업중","","","","","02-715-5557","","","","서울특별시 용산구 만리재로24길 47 (서계동)","04303","세븐일레븐 용산서계점","2013-08-22 15:59:22","I","2018-08-31 23:59:59.0","","196903.07638524     ","450001.211928492    ",""
"3020000","PHMH320123020033087500028","20121109","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 새창로45길 79 (신계동)","04370","GS25용산신계점","2013-08-22 16:01:29","I","2018-08-31 23:59:59.0","","196970.668721436    ","448034.454339512    ",""
"3020000","PHMH320123020033087500029","20121109","","03","폐업","03","폐업","20160706","","","","02-754-0232","","","","서울특별시 용산구 한강대로104길 54 (동자동)","04334","GS25용산동자점","2016-07-07 17:12:09","I","2018-08-31 23:59:59.0","","","",""
"3020000","PHMH320123020033087500030","20121109","","03","폐업","03","폐업","20121116","","","","","","","","서울특별시 용산구 효창원로 150 (효창동)","140896","바이더웨이 효창공원점","2013-08-22 16:08:08","I","2018-08-31 23:59:59.0","","196596.438958989    ","448791.762333138    ",""
"3020000","PHMH320123020033087500031","20121109","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 대사관로 66 (한남동)","04402","GS25한남제일점","2013-08-22 16:10:10","I","2018-08-31 23:59:59.0","","200400.870044998    ","447878.777727051    ",""
"3020000","PHMH320123020033087500032","20121109","","03","폐업","03","폐업","20150722","","","","","","","","서울특별시 용산구 우사단로10길 23 (이태원동)","140858","GS25이태원본점","2015-07-22 17:17:41","I","2018-08-31 23:59:59.0","","199659.057794745    ","447896.598066061    ",""
"3020000","PHMH320123020033087500033","20121112","","03","폐업","03","폐업","20151203","","","","","","","","서울특별시 용산구 효창원로69나길 13 (효창동)","04318","세븐일레븐용산효창점","2015-12-03 10:09:18","I","2018-08-31 23:59:59.0","","196454.809562287    ","448821.272622337    ",""
"3020000","PHMH320123020033087500034","20121112","","03","폐업","03","폐업","20180326","","","","","","","","서울특별시 용산구 원효로58길 28 (원효로2가)","04367","씨유원효로2가점","2018-03-26 17:26:24","I","2018-08-31 23:59:59.0","","196691.508606508    ","448080.273354755    ",""
"3020000","PHMH320123020033087500035","20121112","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 남영동 24-8","서울특별시 용산구 한강대로 290(남영동)","04352","지에스25숙대역점","2023-01-06 16:20:38","U","2022-12-01 00:08:00.0","","197508.15863861","449099.523442597",""
"3020000","PHMH320123020033087500036","20121112","","03","폐업","03","폐업","20141028","","","","","","","","서울특별시 용산구 보광로 46 (보광동)","140823","GS25보광점","2014-10-28 18:01:52","I","2018-08-31 23:59:59.0","","199860.819809374    ","447348.10086997     ",""
"3020000","PHMH320123020033087500037","20121112","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 장문로45길 73 (보광동)","04415","이마트24 보광사랑점","2019-03-22 10:40:13","U","2019-03-24 02:40:00.0","","199953.701899869    ","447435.720013697    ",""
"3020000","PHMH320123020033087500038","20121112","","03","폐업","03","폐업","20180213","","","","","","","","서울특별시 용산구 녹사평대로 222 (이태원동)","04345","씨유이태원경리단점","2018-02-13 15:39:01","I","2018-08-31 23:59:59.0","","198790.433934433    ","448344.026027589    ",""
"3020000","PHMH320123020033087500039","20121112","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 독서당로 86 (한남동)","04420","(주)코리아세븐한남UN점","2013-08-26 16:05:29","I","2018-08-31 23:59:59.0","","200824.55933234     ","448002.737790969    ",""
"3020000","PHMH320123020033087500040","20121112","","03","폐업","03","폐업","20200625","","","","","","","","서울특별시 용산구 한남대로 158 (한남동)","04417","씨유용산한남점","2020-06-25 11:23:25","U","2020-06-27 02:40:00.0","","200167.678243408    ","448907.406473211    ",""
"3020000","PHMH320123020033087500041","20121112","","03","폐업","03","폐업","20140611","","","","","","","","서울특별시 용산구 백범로90라길 28 (문배동)","140100","GS25용산문배점","2014-06-12 09:04:55","I","2018-08-31 23:59:59.0","","197194.757574283    ","448455.338450919    ",""
"3020000","PHMH320123020033087500042","20121112","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 한강대로44길 16, 101호 (한강로2가)","04382","CU 한강로마루점","2017-05-15 16:58:51","I","2018-08-31 23:59:59.0","","197341.93285005     ","447606.507061851    ",""
"3020000","PHMH320123020033087500043","20121113","","03","폐업","03","폐업","20150731","","","","","","","","서울특별시 용산구 녹사평대로40다길 30 (이태원동)","140866","씨유이태원1동점","2015-07-31 16:32:09","I","2018-08-31 23:59:59.0","","199029.343423496    ","448144.277162924    ",""
"3020000","PHMH320123020033087500044","20121113","","03","폐업","03","폐업","20190327","","","","","","","","서울특별시 용산구 녹사평대로 254 (이태원동)","04343","씨유이태원대림점","2019-03-27 17:14:06","U","2019-03-29 02:40:00.0","","198942.726412646    ","448717.203676931    ",""
"3020000","PHMH320123020033087500045","20121113","","03","폐업","03","폐업","20180620","","","","","","","","서울특별시 용산구 녹사평대로40나길 53 (이태원동)","04345","씨유이태원햇살점","2018-06-20 18:11:53","I","2018-08-31 23:59:59.0","","198934.375408314    ","448292.621042576    ",""
"3020000","PHMH320123020033087500046","20121113","","03","폐업","03","폐업","20220602","","","","","","","서울특별시 용산구 한남동 738번지 24호","서울특별시 용산구 이태원로 245 (한남동)","04348","이마트24 한남제일점","2022-06-02 14:11:38","U","2021-12-06 00:04:00.0","","199942.258497449","448294.559595048",""
"3020000","PHMH320123020033087500047","20121113","","03","폐업","03","폐업","20180430","","","","","","","","서울특별시 용산구 청파로85길 46 (서계동)","04302","CU용산서계점","2018-04-30 17:00:56","I","2018-08-31 23:59:59.0","","196977.458487504    ","450064.79037152     ",""
"3020000","PHMH320123020033087500048","20121113","","03","폐업","03","폐업","20201012","","","","","","","","서울특별시 용산구 청파로 112 (한강로3가)","04371","GS25용산전자회관점","2020-10-12 14:59:03","U","2020-10-14 02:40:00.0","","196727.535753619    ","447868.128308607    ",""
"3020000","PHMH320123020033087500049","20121114","","03","폐업","03","폐업","20160928","","","","","","","","서울특별시 용산구 회나무로13가길 41 (이태원동)","04344","씨유이태원2동점","2016-09-29 17:43:26","I","2018-08-31 23:59:59.0","","199216.762568771    ","448752.282116997    ",""
"3020000","PHMH320123020033087500050","20121114","","03","폐업","03","폐업","20220629","","","","","","","","서울특별시 용산구 백범로90길 74 (문배동)","04315","GS25용산으뜸","2022-06-29 14:11:26","U","2021-12-07 00:01:00.0","","197313.835230218","448424.215534966",""
"3020000","PHMH320123020033087500051","20121114","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 효창원로69길 15 (효창동)","04318","GS25효창행복점","2013-08-26 16:36:42","I","2018-08-31 23:59:59.0","","196506.063260624    ","448846.424790473    ",""
"3020000","PHMH320123020033087500052","20121114","","03","폐업","03","폐업","20140507","","","","","","","","서울특별시 용산구 이촌로 182 (이촌동)","140854","GS25동부이촌점","2014-05-07 14:15:18","I","2018-08-31 23:59:59.0","","197044.277002519    ","446549.892594467    ",""
"3020000","PHMH320123020033087500053","20121114","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 원효로89길 18 (원효로1가)","04314","CU용산경찰서점","2013-08-26 16:41:04","I","2018-08-31 23:59:59.0","","197124.048452097    ","448737.330762668    ",""
"3020000","PHMH320123020033087500054","20121114","","03","폐업","03","폐업","20150415","","","","","","","","서울특별시 용산구 새창로12길 4 (도원동)","140070","CU도원삼성점","2015-04-16 09:07:37","I","2018-08-31 23:59:59.0","","196211.287232401    ","448572.36200051     ",""
"3020000","PHMH320123020033087500055","20121114","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 한강대로 259 (갈월동)","04322","GS25남영역점","2013-08-26 16:44:59","I","2018-08-31 23:59:59.0","","197495.818710273    ","448806.677034283    ",""
"3020000","PHMH320123020033087500056","20121114","","03","폐업","03","폐업","20140513","","","","","","","","서울특별시 용산구 후암로28길 38 (후암동)","140901","CU남산리치빌점","2014-05-13 16:56:25","I","2018-08-31 23:59:59.0","","198101.445232724    ","449672.909204653    ",""
"3020000","PHMH320123020033087500057","20121114","","03","폐업","03","폐업","20180711","","","","","","","","서울특별시 용산구 두텁바위로 108 (후암동)","04328","CU후암중앙점","2018-07-11 17:59:33","I","2018-08-31 23:59:59.0","","198370.485797415    ","449595.993665149    ",""
"3020000","PHMH320123020033087500058","20121114","","03","폐업","03","폐업","20140501","","","","","","","","서울특별시 용산구 두텁바위로 47 (후암동)","140901","세븐일레븐용산후암점","2014-05-01 16:58:12","I","2018-08-31 23:59:59.0","","197935.33476861     ","449299.69098628     ",""
"3020000","PHMH320123020033087500059","20121114","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 한강대로43길 8 (한강로2가)","04376","CU한강로벽산점","2013-08-26 16:52:55","I","2018-08-31 23:59:59.0","","197257.765183997    ","447772.298383734    ",""
"3020000","PHMH320123020033087500060","20121114","","03","폐업","03","폐업","20150318","","","","","","","","서울특별시 용산구 한강대로 142 (한강로2가)","140872","CU신용산점","2015-03-18 15:56:09","I","2018-08-31 23:59:59.0","","197351.514465897    ","447738.540389615    ",""
"3020000","PHMH320123020033087500061","20121114","","03","폐업","03","폐업","20160901","","","","","","","","서울특별시 용산구 두텁바위로 75 (후암동)","04336","CU용산후암점","2016-09-01 17:59:32","I","2018-08-31 23:59:59.0","","198207.867950751    ","449356.302089952    ",""
"3020000","PHMH320123020033087500062","20121114","","03","폐업","03","폐업","20160831","","","","","","","","서울특별시 용산구 두텁바위로 12 (남영동)","04352","씨유용산남영점","2016-09-02 09:17:03","I","2018-08-31 23:59:59.0","","197576.497861033    ","449207.135984042    ",""
"3020000","PHMH320123020033087500063","20121114","","03","폐업","03","폐업","20150925","","","","","","","","서울특별시 용산구 독서당로 22 (한남동)","04410","GS25한남역점","2015-09-25 10:42:46","I","2018-08-31 23:59:59.0","","200614.319913696    ","447561.558961093    ",""
"3020000","PHMH320123020033087500064","2012-11-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 한남동 657-147","서울특별시 용산구 대사관로31길 21, 1층 (한남동)","04401","지에스25뉴한남중앙점","2023-06-08 17:41:53","U","2022-12-05 23:00:00.0","","200440.600582293","448011.17620518",""
"3020000","PHMH320123020033087500065","20121114","","03","폐업","03","폐업","20130306","","","","","","","","서울특별시 용산구 서빙고로 67 (용산동5가)","140762","세븐일레븐용산파크타워점","2013-08-27 17:20:14","I","2018-08-31 23:59:59.0","","197338.915067396    ","446893.484429691    ",""
"3020000","PHMH320123020033087500066","20121115","","03","폐업","03","폐업","20220218","","","","","","","","서울특별시 용산구 청파로43길 70 (청파동3가)","04313","씨유숙대도서관점","2022-02-18 11:50:10","U","2022-02-20 02:40:00.0","","196996.791749979    ","449101.175256243    ","0"
"3020000","PHMH320123020033087500067","20121115","","03","폐업","03","폐업","20131024","","","","","","","","서울특별시 용산구 신흥로7길 1 (용산동2가)","140842","씨유용산해방촌점","2013-10-25 17:56:28","I","2018-08-31 23:59:59.0","","198796.52499832     ","448851.858861312    ",""
"3020000","PHMH320123020033087500068","20121115","","03","폐업","03","폐업","20211130","","","","","","","","서울특별시 용산구 신흥로20길 1 (용산동2가)","04328","미니스톱남산소월점","2021-11-30 14:40:38","U","2021-12-02 02:40:00.0","","198610.403630578    ","449295.812273483    ","0"
"3020000","PHMH320123020033087500069","20121115","","03","폐업","03","폐업","20180226","","","","","","","","서울특별시 용산구 청파로 74 (한강로3가)","04372","씨유용산전자랜드점","2018-02-26 17:07:08","I","2018-08-31 23:59:59.0","","196370.746398773    ","447841.698787531    ",""
"3020000","PHMH320123020033087500070","20121115","","03","폐업","03","폐업","20180228","","","","","","","","서울특별시 용산구 신흥로 117 (용산동2가)","04337","씨유용산햇살점","2018-02-28 13:47:27","I","2018-08-31 23:59:59.0","","198416.199476575    ","449159.418773277    ",""
"3020000","PHMH320123020033087500071","20121115","","03","폐업","03","폐업","20130516","","","","","","","","서울특별시 용산구 유엔빌리지1길 2 (한남동)","140888","씨유유엔빌리지점","2013-08-27 17:44:49","I","2018-08-31 23:59:59.0","","200806.372578114    ","447855.635811062    ",""
"3020000","PHMH320123020033087500072","20121115","","03","폐업","03","폐업","20150420","","","","","","","","서울특별시 용산구 한강대로62길 48 (한강로1가)","140011","씨유용산삼각지점","2015-04-20 11:48:43","I","2018-08-31 23:59:59.0","","197578.141435458    ","447844.960184765    ",""
"3020000","PHMH320123020033087500073","20121115","","03","폐업","03","폐업","20141125","","","","","","","","서울특별시 용산구 한강대로 348 (갈월동)","140800","씨유용산갈월점","2014-11-26 08:49:34","I","2018-08-31 23:59:59.0","","197464.703927638    ","449671.839985556    ",""
"3020000","PHMH320123020033087500074","20121115","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 보광로59길 36 (이태원동)","04391","씨유이태원점","2013-08-27 17:49:55","I","2018-08-31 23:59:59.0","","199223.815483747    ","447968.035884444    ",""
"3020000","PHMH320123020033087500075","20121115","","03","폐업","03","폐업","20151222","","","","","","","","서울특별시 용산구 장문로19길 10 (보광동)","04394","씨유보광오산점","2015-12-22 16:17:34","I","2018-08-31 23:59:59.0","","199761.407951479    ","447100.527107187    ",""
"3020000","PHMH320123020033087500076","20121115","","03","폐업","03","폐업","20161230","","","","","","","","서울특별시 용산구 이촌로72길 62 (이촌동)","04427","세븐일레븐이촌무궁화점","2016-12-30 18:19:23","I","2018-08-31 23:59:59.0","","197329.192480831    ","446114.125235545    ",""
"3020000","PHMH320123020033087500077","20121115","","03","폐업","03","폐업","20161230","","","","","","140915","서울특별시 용산구 이촌동 362번지 1호","","","세븐일레븐이촌진달래점","2016-12-30 18:19:01","I","2018-08-31 23:59:59.0","","198315.331070347    ","445891.889050955    ",""
"3020000","PHMH320123020033087500078","20121115","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 보광로 126 (이태원동)","04406","씨유이태원해밀턴점","2013-09-02 15:14:15","I","2018-08-31 23:59:59.0","","199419.467720549    ","447976.93552739     ",""
"3020000","PHMH320123020033087500079","20121115","","03","폐업","03","폐업","20210723","","","","","","","","서울특별시 용산구 이촌로 196 (이촌동)","04427","세븐일레븐 동부이촌본점","2021-07-23 11:29:49","U","2021-07-25 02:40:00.0","","197177.47312335     ","446543.21624884     ","0"
"3020000","PHMH320123020033087500080","20121115","","03","폐업","03","폐업","20160229","","","","","","","","서울특별시 용산구 한남대로 60 (한남동)","04419","(주)비지에프휴먼넷한남리첸시아점","2016-02-29 17:27:51","I","2018-08-31 23:59:59.0","","200628.554655257    ","448024.720455877    ",""
"3020000","PHMH320123020033087500081","20121115","","01","영업/정상","13","영업중","","","","","","","140872","서울특별시 용산구 한강로2가 88번지","서울특별시 용산구 한강대로48길 17-5 (한강로2가)","04382","GS25삼각지점","2013-09-02 17:40:56","I","2018-08-31 23:59:59.0","","197423.388614339    ","447712.375925104    ",""
"3020000","PHMH320123020033087500082","20121116","","03","폐업","03","폐업","20141215","","","","","","","","서울특별시 용산구 한강대로 304 (갈월동)","140806","씨유숙대입구역점","2014-12-15 13:17:13","I","2018-08-31 23:59:59.0","","197483.880256526    ","449240.366693278    ",""
"3020000","PHMH320123020033087500083","20121116","","03","폐업","03","폐업","20130801","","","","","","","","서울특별시 용산구 백범로77길 10 (원효로1가)","140846","씨유용산효창점","2013-09-02 17:45:45","I","2018-08-31 23:59:59.0","","196809.489028379    ","448526.824252638    ",""
"3020000","PHMH320123020033087500084","20121116","","03","폐업","03","폐업","20131001","","","","","","","","서울특별시 용산구 이촌로 1 (한강로3가)","140791","세븐일레븐원효점","2013-10-01 09:34:35","I","2018-08-31 23:59:59.0","","196005.836412851    ","447699.758814725    ",""
"3020000","PHMH320123020033087500085","20121116","","03","폐업","03","폐업","20221006","","","","","","","","서울특별시 용산구 서빙고로51길 64 (서빙고동)","04384","(주)코리아세븐서빙고점","2022-10-06 14:01:48","U","2021-10-31 00:08:00.0","","199162.133975379","446755.668517054",""
"3020000","PHMH320123020033087500086","20121116","","03","폐업","03","폐업","20190215","","","","","","","","서울특별시 용산구 신흥로 57 (용산동2가)","04338","(주)바이더웨이 용산해방촌점","2019-02-15 16:20:39","U","2019-02-17 02:40:00.0","","198811.66256143     ","449031.228316372    ",""
"3020000","PHMH320123020033087500087","20121116","","01","영업/정상","13","영업중","","","","","711-0998","","","","서울특별시 용산구 한강대로 283 (갈월동)","04321","(주)코리아세븐 숙대역점","2013-09-05 10:14:28","I","2018-08-31 23:59:59.0","","197450.83248065     ","449012.518444493    ",""
"3020000","PHMH320123020033087500088","20121116","","03","폐업","03","폐업","20151126","","","","","","","","서울특별시 용산구 이촌로 1 (한강로3가)","04373","(주)코리아세븐 원효점","2015-11-26 14:22:47","I","2018-08-31 23:59:59.0","","196005.836412851    ","447699.758814725    ",""
"3020000","PHMH320123020033087500089","20121116","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 백범로 90-26 (문배동)","04368","(주)코리아세븐 용산아크로타워점","2015-08-26 16:43:35","I","2018-08-31 23:59:59.0","","","",""
"3020000","PHMH320123020033087500090","20121116","","01","영업/정상","13","영업중","","","","","","","140826","서울특별시 용산구 보광동 448번지","서울특별시 용산구 장문로 104, 상가동동 102.103호 (보광동)","04416","(주)코리아세븐 보광점","2019-10-16 21:11:03","U","2019-10-18 02:40:00.0","","200093.947721943    ","447069.0470298      ",""
"3020000","PHMH320123020033087500091","20121116","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 효창원로 18 (산천동)","04360","(주)(코리아세븐 산천점","2013-09-06 09:58:00","I","2018-08-31 23:59:59.0","","195661.120716469    ","448019.443425278    ",""
"3020000","PHMH320123020033087500092","20121116","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 백범로 341 (원효로1가)","04315","(주)코리아세븐 용산리첸시아점","2013-09-06 10:00:27","I","2018-08-31 23:59:59.0","","197101.127488725    ","448437.06789045     ",""
"3020000","PHMH320123020033087500093","20121116","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 이촌로 248 (이촌동)","04426","(주)코리아세븐 이촌2호점","2019-10-16 21:09:29","U","2019-10-18 02:40:00.0","","197722.571038558    ","446423.95305147     ",""
"3020000","PHMH320123020033087500094","20121116","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 녹사평대로26길 30 (이태원동)","04392","(주)코리아세븐 이태원점","2013-09-06 10:09:48","I","2018-08-31 23:59:59.0","","199201.263514542    ","447653.615565873    ",""
"3020000","PHMH320123020033087500095","20121116","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 우사단로 46 (이태원동)","04405","(주)코리아세븐 이태원2호","2013-09-06 10:09:08","I","2018-08-31 23:59:59.0","","199562.755451973    ","447997.661774591    ",""
"3020000","PHMH320123020033087500096","20121116","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 용산구 대사관로19길 7 (한남동)","04401","(주)코리아세븐 한남3호점","2013-09-06 10:11:31","I","2018-08-31 23:59:59.0","","200249.924681718    ","447955.703373239    ",""
"3020000","PHMH320123020033087500097","20121116","","03","폐업","03","폐업","20140306","","","","","","","","서울특별시 용산구 이촌로 245 (이촌동)","140906","(주)코리아세븐 이촌점","2014-03-06 17:47:51","I","2018-08-31 23:59:59.0","","197679.255159437    ","446425.373848781    ",""
"3020000","PHMH320123020033087500098","20121116","","03","폐업","03","폐업","20141208","","","","","","","","서울특별시 용산구 회나무로26길 12 (이태원동)","140857","(주)바이더웨이 이태원본점","2014-12-08 09:41:38","I","2018-08-31 23:59:59.0","","199155.510674512    ","448589.384221511    ",""
